"speaker","title","msg"
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","Yes, what will happen is that the Governor and her staff will appoint a new Commissioner to replace Commissioner Phillips, and of course we wish Commissioner Phillips all the best in his future endeavors. So that's what will happen. If one is not appointed through can rule on a rate case and the IRP, but through some of the Commission and for our company. And I guess the last question you had, yes, that new Commissioner will have the opportunity to weigh in depending on the timing of course, you know, if it's late in the process of one or both proceedings, then typically they may not choose to participate. But if they have enough time to spend with the case, then they typically do rule on it."
"Alex Mortimer","Analyst at Mizuho","Okay, thanks so much. That's all from me. And congrats again on the quarter."
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","Thank you."
"Operator",NA,"Your next question comes from the line of Ross Fowler from UBS. Your line is open."
"Ross Fowler","Analyst at UBS Group","Good morning. Just wondering --"
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","Good morning, Ross."
"Ross Fowler","Analyst at UBS Group","Good morning. So, Dave talked about sort of this -- these one-time O&M cuts this year to get back in the range to mitigate some of the storms. Obviously, Jerry, you talked about reviewing that as you move forward to what's permanent and what sticks and what sort of one-time as you go through all of it. And I think you're gonna have to have that conversation with the Commission as well. Just maybe give us some color and context, as we look forward into that conversation of how that conversation has gone in the past, right, there's going to be a debate about what's one-time and what's more permanent."
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","Absolutely. And those conversations have happened and also are continuing to happen with the staff at the Commission to create understanding as to what's one-time and what's permanent. So I think it's a work-in-progress, Ross, with the Commission staff and ultimately there'll be a decision, hopefully a settlement here that addresses not only O&M, but also the other features of our capital investment plans, so -- and our capital structure and returns and so on and so forth. But we're hopeful that we will have settlement in this case and we'll work really hard to make that happen and we're actually encouraged by what's happening in the IRP. We seem to be progressing conversations there. So we're going to take the same approach with the rate case."
"Ross Fowler","Analyst at UBS Group","Thanks for that. And then, following up on sort of Commissioner Phillips, I know every time this happens, it's a little bit different, but is there a general like average time it's taken to replace the Commissioner when this has happened in the past or should we not look to that as a guidepost for [Indecipherable] process?"
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","I know the process is underway and is already my understanding, obviously we're not on the inside of this, but my understanding is that there is already a list of candidates that are being considered. And so we're encouraged by that, that the Governor's office is moving quickly on this. So I would expect in several months that we would have a new Commissioner, unless there is difficulty that's encountered in finding the right candidate.

And I think they're being, my understanding is that they're being really, as they always are, selective about who will they put on the Commission, in light of the fact that this is a historic time for utilities in Michigan in terms of investment and really rebuilding the way we deliver energy and also the way we produce energy. So it's really historic time in terms of transitioning the state through a much cleaner and more reliable future."
"Ross Fowler","Analyst at UBS Group","Yeah, that's great color, Jerry. Thank you."
"Operator",NA,"There are no further questions at this time. I'd like to turn the call back over to Jerry for closing remarks."
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","Thank you. Well, thank you everyone for joining us today. I'll just close by saying, I'm excited about the opportunities that we have ahead of us to further strengthen our electric grid and prepare for increased demand for electrification of our system as well as really transforming the way we produce power, the way we deliver gas. We are in a historic period at DTE and in our state. So we will also continue executing our plan, achieve our goals in 2023 and remain well-positioned for future growth. I hope everybody has a great morning and I look forward to seeing all of you at AGA in a few weeks. Thank you."
"Operator",NA,"[Operator Closing Remarks]"
