id,name,description,neighborhood_overview,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_verifications,host_has_profile_pic,host_neighbourhood,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,reviews_per_month
40310246,Modern Getaway  in 1840 Victorian Off Bourbon,"Have the quintessential New Orleans experience by staying in the heart of the French Quarter in this historic estate dating from 1859. Enter at the distinguished brick archway on bustling St. Philip Street, walk through the luscious courtyard to access your private apartment. Guests are just a block away from the French Market, River Walk, Cafe du Monde, the best jazz clubs, and the famous Bourbon St. Private entrance and push-button locks allow you to go direct, no need to pick up keys.<br /><br /><b>The space</b><br />The ""LaSalle"" studio apartment located in the Saint Philip Residence a Hospitality of New Orleans property, offers comfort, and location!!<br />The living room welcomes you to kick back and unwind, with cozy furniture and a flat-screen TV. <br /><br />We use hotel-grade linens that are professionally pressed between each visit. Each apartment boasts a full kitchen equipped with a refrigerator, microwave, blender, kitchenware including microwave cooking pots, and wine gl","The St. Philip Hotel is right in the heart of the historic French Quarter, on St. Philip Street between Royal and Chartres Street. You can watch horse-drawn carriages stroll down the street, enjoy any cuisine your heart desires, visit historic sites and plenty of live music to be found on world-renown Bourbon Street all within a short walk.",298769780,2019-09-29,"New Orleans, Louisiana, United States",within an hour,100%,100%,f,13.0,['phone'],t,French Quarter,t,French Quarter,29.96087,-90.06241,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,2.0,"[""Air conditioning"", ""Refrigerator"", ""Security cameras on property"", ""Essentials"", ""Microwave"", ""Conditioner"", ""Coffee maker"", ""Body soap"", ""TV"", ""Fire extinguisher"", ""Cooking basics"", ""Private entrance"", ""Dishwasher"", ""Hangers"", ""Shampoo"", ""Ceiling fan"", ""Bed linens"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Stove"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib"", ""Dedicated workspace"", ""Freezer"", ""Backyard"", ""Laundromat nearby"", ""Iron"", ""Extra pillows and blankets"", ""Heating"", ""Dishes and silverware"", ""Keypad"", ""Portable fans"", ""Luggage dropoff allowed"", ""Wifi"", ""Oven"", ""Hair dryer""]",$244.00,3,30,t,19,49,79,354,22,21,0,2020-02-24,2021-10-04,4.5,4.55,4.59,4.86,4.64,4.86,4.36,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast",t,1.06
40310252,Steps to Bourbon Studio w/ 2 Queen Beds & Kitchen,"Have the quintessential New Orleans experience by staying in the heart of the French Quarter in this historic estate dating from 1859. Enter at the distinguished brick archway on bustling St. Philip Street, walk through the luscious courtyard to access your private apartment. Guests are just blocks away from the French Market, River Walk, Cafe du Monde, the best jazz clubs, and the famous Bourbon St. Private entrance and push-button locks allow you to go direct, no need to pick up keys.<br /><br /><b>The space</b><br />The ""Calliope"" studio apartment located in the Saint Philip Residence a Hospitality of New Orleans property, offers comfort, and location!! Part of a historic French Quarter estate dating back to 1859, walk past the main entrance and through the luscious courtyard to access this private second-floor studio apartment.<br /><br />Two Queen size beds have hotel-grade linens that are professionally pressed between each visit. Each apartment boasts a full kitchen equipped wit","The St. Philip Hotel is right in the heart of the historic French Quarter, on St. Philip Street between Royal and Chartres Street. You can watch horse-drawn carriages stroll down the street, enjoy any cuisine your heart desires, visit historic sites and plenty of live music to be found on world-renown Bourbon Street all within a short walk.",298769780,2019-09-29,"New Orleans, Louisiana, United States",within an hour,100%,100%,f,13.0,['phone'],t,French Quarter,t,French Quarter,29.95959,-90.06323,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,2.0,"[""TV with standard cable"", ""Air conditioning"", ""Refrigerator"", ""Security cameras on property"", ""Essentials"", ""Microwave"", ""Conditioner"", ""Coffee maker"", ""Body soap"", ""Fire extinguisher"", ""Cooking basics"", ""Private entrance"", ""Dishwasher"", ""Hangers"", ""Shampoo"", ""Ceiling fan"", ""Bed linens"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Cable TV"", ""First aid kit"", ""Stove"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib"", ""Bathtub"", ""Dedicated workspace"", ""Freezer"", ""Backyard"", ""Laundromat nearby"", ""Iron"", ""Extra pillows and blankets"", ""Heating"", ""Dishes and silverware"", ""Keypad"", ""Portable fans"", ""Luggage dropoff allowed"", ""Wifi"", ""Oven"", ""Hair dryer""]",$309.00,3,30,t,22,52,82,357,33,23,0,2020-01-02,2021-07-21,4.42,4.52,4.91,4.76,4.36,4.97,4.73,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast",t,1.46
40343893,3-Story Luxury Residence- French Quarter-Unit 204,"Nestled in the heart of the French Quarter, the three-story residence is within walking distance of Jackson Square, Bourbon Street, the Superdome and the parade route. One of the only newly constructed buildings in the area, it is complete with high-end finishes and offers the perfect balance of historic charm and modern elegance. Each floor has two terraces and offers views of Louis Armstrong Park, Congo Square and downtown. Access to gated garage in the building, courtyard and security system.<br /><br /><b>The space</b><br />Private dedicated parking garage (1 space per unit)<br />3 Bedrooms/2.5 Baths<br />Open living space<br />Hardwood floors throughout<br />11 foot ceilings <br />Designer kitchens with Calacatta Quartz Countertops <br />Luxury kitchen built in appliances<br />Master bathroom with free standing Tub and rain shower<br />Kohler, Toto plumbing fixtures<br />Private balconies on each level<br />Full-size laundry rooms<br />Private and secure building that can be acces",Landmarks/ Attractions<br />1.Jackson Square (5 Blocks)<br />2.St Louis Cathedral (5 Blocks)<br />3.Louis Armstrong Park (2 Blocks)<br />4.Woldenberg Park (10 Blocks)<br />5.Lafitte Greenway (2 Blocks)<br />6.Congo Square (1 Block)<br />7.Saenger Theatre (5 Blocks)<br />8.Duncan Plaza (8 Blocks)<br />9.Superdome (11 Blocks)<br />10.Joy Theater (6 Blocks)<br />11.Irvin Mayfield’s Jazz Playhouse (6 Blocks)<br />12.Audobon Aquarium (13 Blocks)<br />13.Audobon Butterfly Garden and Insectarium (11 Blocks)<br /><br />Select Restaurant and Bars<br />Fauburg Bistro @ 700 Club (1 Block)<br />Royal House (6 Blocks)<br />Brennan’s (6 Blocks)<br />K-Paul’s Louisiana Kitchen (7 Blocks)<br />Galatoire’s (7 Blocks)<br />Acme Oyster House (7 Blocks)<br />Pat O Brien’s (4 Blocks)<br />718 Voodo Lounge (1 Block)<br />Café du Monde (7 Blocks)<br />Café Amelie (7 Blocks)<br />Effervescence (5 Blocks),290507965,2019-08-31,"Delray Beach, Florida, United States",within a few hours,100%,43%,t,0.0,"['email', 'phone', 'offline_government_id', 'government_id']",t,French Quarter,t,French Quarter,29.95902,-90.06936,Entire townhouse,Entire home/apt,8,2.5 baths,3.0,3.0,"[""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""TV"", ""Dryer"", ""Fire extinguisher"", ""Cooking basics"", ""Private entrance"", ""Dishwasher"", ""Hangers"", ""Shampoo"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""Stove"", ""Washer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Ethernet connection"", ""Iron"", ""Heating"", ""Dishes and silverware"", ""Wifi"", ""Oven"", ""Hair dryer""]",$255.00,30,1125,t,6,36,66,246,2,0,0,2020-02-08,2020-10-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,0.09
40346520,Stunning New Home Mins to French Quarter & Downtown,"This gorgeous home is simple and refined, with everything you'll need for a beautiful stay in New Orleans. It is centrally located in Mid-City, allowing for easy access to the French Quarter and downtown. Enjoy a perfect NOLA day by exploring Mid-City and the City Park area in the day, and finishing up the evening downtown! <br />•3 Blocks to the Canal St Streetcar & 5 blocks to Lafitte Greenway Bike Path - minutes to the French Quarter/Downtown! <br />•Steps to Endymion and Zulu Parades, VA & UMC Hospitals, & minutes to Superdome! <br />•In response to Covid19, we’ve updated our cleaning processes. See below in “Other things to note”! <br />•Digital Guidebook W/ Food/Fun Recommendations, Early Check-in/Late Checkout options, Infant/Toddler Rentals, Eco/Allergy Friendly Laundry & More! <br />•24/7 check-in allowed <br />We look forward to hosting you! Please don't hesitate to send us a message before your stay!<br /><br /><b>The space</b><br />This beautiful new construction in Mid-Cit","Steps to Endymion and Zulu Parades during Mardi Gras! <br /> <br />North of the noise and saturated color of the Quarter is a New Orleans neighborhood that’s perfected the art of living. “Welcome to Mid-City,” read the signs on the neutral ground. And that’s truth in advertising. It’s the kind of place where your auto mechanic invites you to a crawfish boil and a total stranger may buy you a drink at an Irish pub or a cannoli at an Italian bakery. Take the red streetcar line up Canal to the Cemeteries (Mid-City’s dead neighbors are as interesting as the live ones) or bike the new 2.6-mile-long Lafitte Greenway that stretches from Basin Street to Carrollton Avenue and, conveniently, past a po’ boy shop or two – or 17 – with a sno-ball shop and a micro-brewery thrown in for good measure. Buttermilk biscuits. Live music. A bowl of Vietnamese pho. Who wouldn’t want to visit? Eat. Drink. Get up here. <br />If you have any questions about the neighborhood, please send us a message!",64365837,2016-03-24,"New Orleans, Louisiana, United States",within an hour,100%,100%,t,61.0,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'kba', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,Gentilly Terrace,t,Mid-City,29.96344,-90.08916,Entire residential home,Entire home/apt,6,2 baths,3.0,3.0,"[""Air conditioning"", ""Refrigerator"", ""Security cameras on property"", ""Essentials"", ""High chair"", ""Room-darkening shades"", ""Microwave"", ""Coffee maker"", ""TV"", ""Dryer"", ""Fire extinguisher"", ""Cooking basics"", ""Private entrance"", ""Babysitter recommendations"", ""Dishwasher"", ""Hangers"", ""Shampoo"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Stove"", ""Washer"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib"", ""Bathtub"", ""Dedicated workspace"", ""Lockbox"", ""Backyard"", ""Iron"", ""Heating"", ""Dishes and silverware"", ""Wifi"", ""Oven"", ""Hair dryer""]",$232.00,2,1125,t,20,42,65,243,60,40,1,2020-03-03,2021-10-10,4.95,4.97,4.98,4.97,4.98,4.8,4.93,"19STR-22295, 19-OSTR-0000",t,2.93
40421196,One Block to Canal Streetcar,"Newly, completed build close to everything in downtown and suburbs via Tulane/Airline. One city block to streetcar at Canal and one block to new LSU Med Complex. Minutes to Quarter and all things NOLA has to offer.  4 Bedrooms and 3 Baths up with kitchen/living area and same floorpan below.  Guest limit is 16. Any bookings over 16 in the party, will be issued an immediate cancellation without refund.  COVID WAIVERS REQUIRED. Commercial STR licenses license No. str105050835 and str105050836.<br /><br /><b>License number</b><br />Exempt: This listing is a licensed hotel, motel, or bed and breakfast",,50067609,2015-11-28,"New Orleans, Louisiana, United States",within a few hours,80%,72%,f,1.0,"['phone', 'reviews', 'jumio', 'government_id']",t,Uptown,f,Tulane - Gravier,29.96133,-90.08834,Entire residential home,Entire home/apt,16,6 baths,8.0,8.0,"[""Air conditioning"", ""Refrigerator"", ""Security cameras on property"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""TV"", ""Dryer"", ""Fire extinguisher"", ""Cooking basics"", ""Private entrance"", ""Dishwasher"", ""Hangers"", ""Shampoo"", ""Patio or balcony"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""Stove"", ""Washer"", ""Long term stays allowed"", ""Backyard"", ""Iron"", ""Heating"", ""Dishes and silverware"", ""Free street parking"", ""Wifi"", ""Oven"", ""Hair dryer""]",$665.00,30,1125,t,13,32,53,248,6,3,0,2020-01-19,2021-05-25,5.0,5.0,4.83,5.0,5.0,4.5,5.0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast",f,0.27
40421683,Lovely 5 BR home only 15mins from downtown NOLA with Heated Pool,"This 3500 sq. ft.<br /><br /><b>The space</b><br />beautiful home offers 5 bedrooms, 2.5 bathrooms, living room, dining room, fully equipped gourmet kitchen, kitchenette and a game room. The house sleeps 10 people comfortably depending on the sleeping arrangements.<br /><br />The house is located in a very safe location! It's completely private and fenced in. You are walking distance from a Walmart, hospital, banks and many restaurants and bars. You are only 15 mins from downtown Bourbon Street.  If you do not have your own transportation , then Uber, Taxi, or public transportation will be an alternative.  Also, Enterprise car rental is only 3 blocks away from the property.<br /><br />Come and experience our amazing city.  It's full of fun, excitement, delicious food and great places to see and visit. You can experience some of our many  festivals.  Such as, The Jazz Fest, French Quarter Fest, Essence Fest, Voodoo Fest and many more festivals.  You can also visit our world famous Frenc",,309443122,2019-11-14,"Oakland, California, United States",within an hour,100%,100%,f,1.0,"['email', 'phone']",t,New Orleans East,t,Read Blvd East,30.040001,-89.961998,Entire residential home,Entire home/apt,10,2.5 baths,5.0,8.0,"[""TV with standard cable"", ""Hair dryer"", ""Air conditioning"", ""Game console"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""Dryer"", ""Fire extinguisher"", ""Cooking basics"", ""Dishwasher"", ""Shampoo"", ""Patio or balcony"", ""Hot tub"", ""Bed linens"", ""Kitchen"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Smoke alarm"", ""Waterfront"", ""Free parking on premises"", ""Beachfront"", ""Washer"", ""Long term stays allowed"", ""Bathtub"", ""Dedicated workspace"", ""Pool"", ""Indoor fireplace"", ""Iron"", ""Heating"", ""Wifi"", ""Oven"", ""Cable TV""]",$945.00,1,365,t,0,0,4,275,7,7,0,2021-05-10,2021-07-25,4.86,4.86,4.86,4.86,4.86,4.86,4.43,"17STR-03631, 20-OSTR-24350",t,1.15
40433660,Right near the French Quarter,"Private apartment four blocks from French Quarter, three blocks to Frenchmen St. in historic Marigny neighborhood. Living room, bedroom, bathroom. Walk to coffee shops, bars, voodoo shop, markets. Includes coffee maker, microwave, mini-fridge in living room.<br /><br /><b>The space</b><br />Stay in a historic house in the Marigny neighborhood with all the charm of old-world New Orleans, but with all the amenities of modern living. Step outside and you're a two-minute walk to all the action, then come home and enjoy the quiet of this residential neighborhood as you rest up for another day in the fabulous city of New Orleans.<br /><br />The bedroom includes a TV with access to Netflix, Hulu, and Amazon Prime video.<br /><br />This is a new listing (as of January 2020) so there are no reviews yet. I have several reviews for other properties I have listed before.<br /><br /><b>Guest access</b><br />You have your own private entrance, bedroom, sitting room, and bathroom.<br /><br /><b>Licen","The Marginy is known for its charming historic architecture and its quaint little shops and coffee houses, all within walking distance.<br /><br />Check out my Guidebook for nearby places popular with the locals, of which there are many in the Marigny and surrounding neighborhoods.",12569631,2014-02-25,"New Orleans, Louisiana, United States",,,,f,0.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id', 'work_email']",t,Marigny/Bywater,t,Marigny,29.96316,-90.05527,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""TV"", ""Fire extinguisher"", ""Single level home"", ""Private entrance"", ""Hangers"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Dedicated workspace"", ""Iron"", ""Extra pillows and blankets"", ""Heating"", ""Dishes and silverware"", ""Free street parking"", ""Keypad"", ""Luggage dropoff allowed"", ""Wifi"", ""Hair dryer""]",$120.00,2,14,t,0,0,0,0,4,0,0,2020-03-01,2020-02-17,4.75,5.0,4.75,5.0,5.0,5.0,4.75,"20STR-00897, 19-OSTR-0898",f,0.19
40451442,"Parisian Courtyard Inn Room 3, NOLA B&B","Queen Bed, Room #3. The Parisian is a Hotel, Bed & Breakfast, a luxurious Guest House and a Romantic Inn. The Parisian Courtyard Inn is a special place to host weddings, parties, meetings and family gatherings. You’re not just entering a gorgeous historic mansion, you’re experiencing a unique taste of 1846 New Orleans history. 1 Block from the Saint Charles street car, gives access to the Convention Center, Mardi Gras, French Quarter, Jazz Festival, Aquariam, and more.<br /><br /><b>The space</b><br />This room is located downstairs, on the first floor. This unit has a queen sized bed and central A/C.<br /><br /><b>Guest access</b><br />Breakfast - Served between 8:30 & 10:00 am. Please let us know about any special dietary needs you have and we will do our best to accommodate.<br /><br /><b>Other things to note</b><br />The Manager will be hosting you you will be provided with his number and contact information, if you cant check in between 3:00 pm-6:00 pm, he will definitely help acc","The Parisian Courtyard Inn Bed and Breakfast is located on Prytania Street in the Lower Garden District one street over from St. Charles Ave. and within walking distance to Convention Center, CBD, French Quarter and Magazine Street in New Orleans. New Orleans is one of the most interesting cities in the world. With rich historical influences from Europe, the Caribbean, and Africa, it hosts a diverse culture, a variety of amazing food and terrific music.",11372242,2014-01-16,"New Orleans, Louisiana, United States",,,,f,45.0,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,,t,Central City,29.93703,-90.07583,Room in bed and breakfast,Hotel room,2,1 private bath,,1.0,"[""TV with standard cable"", ""Hair dryer"", ""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Coffee maker"", ""Fire extinguisher"", ""Hangers"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Dedicated workspace"", ""Breakfast"", ""Iron"", ""Extra pillows and blankets"", ""Heating"", ""Wifi"", ""Cable TV""]",$165.00,1,21,t,16,38,67,143,2,2,0,2021-02-14,2021-05-15,4.5,5.0,4.0,5.0,5.0,5.0,5.0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast",t,0.22
40453293,Les Bon Temps | by Stay Redamo,"DISCLAIMER: This property does not allow local residents within 60 miles radius, groups under 21 years of age, events, parties (bachelor /bachelorette groups are allowed), photo shoots or gatherings of any kind. To abide by all legal requirements and security rules, you may be asked to provide a governmentissued photo ID, confirm your contact information, provide a valid credit card with a name that matches your ID and in some instances, complete a criminal background check. [The information is collected for screening and verification only and is not stored or used for any other purposes.<br />	 <br />Please be advised that all guests will be asked to sign a rental usage agreement that governs the terms of the stay. By completing the reservation you agree to the following:<br />- You agree to be bound by our rental terms and conditions and liable for a fine if you exceed those bounds.<br />- You acknowledge that you will be required to provide a copy of a valid government-issued ID and","Mid-City is Quirky, unpretentious and funky<br />It is Known Canal Street Streetcar, Stately Canal Street homes, Charming bungalows, Eclectic restaurants and bars<br /><br /> Take the red streetcar line up Canal to the Cemeteries (Mid-City’s dead neighbors are as interesting as the live ones) or bike the new 2.6-mile-long Lafitte Greenway that stretches from Basin Street to Carrollton Avenue and, conveniently, past a po’ boy shop or two – or 17 – with a sno-ball shop and a micro-brewery thrown in for good measure. Buttermilk biscuits. Live music. Walking distance to Bayou Beer Garden and Parkway Tavern.",110887182,2017-01-10,"New Orleans, Louisiana, United States",within an hour,100%,99%,t,6.0,"['email', 'phone', 'reviews', 'offline_government_id', 'kba', 'selfie', 'government_id', 'identity_manual']",t,Lower Garden District,t,Bayou St. John,29.97102,-90.0878,Entire residential home,Entire home/apt,10,3 baths,5.0,7.0,"[""Air conditioning"", ""Refrigerator"", ""Essentials"", ""High chair"", ""Microwave"", ""Coffee maker"", ""TV"", ""Dryer"", ""Baby safety gates"", ""Fire extinguisher"", ""Cooking basics"", ""Baby bath"", ""Dishwasher"", ""Hangers"", ""Shampoo"", ""Children\u2019s dinnerware"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water"", ""Crib"", ""Smoke alarm"", ""BBQ grill"", ""First aid kit"", ""Free parking on premises"", ""Stove"", ""Washer"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib"", ""Bathtub"", ""Children\u2019s books and toys"", ""Dedicated workspace"", ""Breakfast"", ""Backyard"", ""Iron"", ""Extra pillows and blankets"", ""Heating"", ""Dishes and silverware"", ""Free street parking"", ""Keypad"", ""Luggage dropoff allowed"", ""Wifi"", ""Oven"", ""Hair dryer""]",$385.00,2,365,t,13,40,70,266,44,22,1,2020-02-16,2021-10-15,4.89,4.95,4.86,4.84,4.95,4.68,4.93,"19STR-25496, 19-OSTR-25496",t,2.09
40464552,Unique Mid-City Spot For Travelers,"Cozy house tucked away from the street. Only two blocks from the Canal Street streetcar, and a mile from the French Quarter. We (Brian and Marquela) just bought this house and are fixing it up. We have added a guest room, and are renting it out on occasion for people who want to stay in quiet Mid-City. <br /><br />Brian works from home and will be around all day during weekdays if you need anything, including food recommendations, sights, directions, etc.<br /><br /><b>The space</b><br />This is a newly-created guest room in an old New Orleans shotgun house. The room is completely private (no longer a shotgun) includes a former fireplace, bricked up but still gorgeous. The room is not large, but is cozy, with all the essentials; dresser, bed armchair, and closet, but no desk.<br /><br /><b>Guest access</b><br />Kitchen, back deck and backyard, living room, master bathroom and your own bedroom room, of course.<br /><br />Easy and free street parking usually available on the block<br /><","There's a beloved brick-oven pizza place (Domenica) two blocks away, two great breakfast and brunch places in walking distance and one of the top ""local"" music bars in the city, Chickie Wah Wah (about four blocks away.)",1837808,2012-03-01,"New Orleans, Louisiana, United States",within an hour,100%,94%,t,0.0,"['email', 'phone', 'facebook', 'reviews', 'kba', 'work_email']",t,Mid City,t,Mid-City,29.96561,-90.09218,Private room in residential home,Private room,2,1 private bath,1.0,1.0,"[""Air conditioning"", ""Refrigerator"", ""Security cameras on property"", ""Lock on bedroom door"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""TV"", ""Dryer"", ""Fire extinguisher"", ""Cooking basics"", ""Baking sheet"", ""Dishwasher"", ""Hangers"", ""Shampoo"", ""Private patio or balcony"", ""Bed linens"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Free parking on premises"", ""Stove"", ""Outdoor dining area"", ""Shower gel"", ""Washer"", ""Long term stays allowed"", ""Iron"", ""Extra pillows and blankets"", ""Heating"", ""Outdoor furniture"", ""Fire pit"", ""Dishes and silverware"", ""Free street parking"", ""Luggage dropoff allowed"", ""Wifi"", ""Oven"", ""Hair dryer"", ""Private fenced garden or backyard""]",$87.00,2,1125,t,19,37,67,245,31,24,2,2021-10-10,2021-10-25,4.97,4.84,4.84,5.0,5.0,4.74,4.84,"20STR-02209, 19-OSTR-00000",f,31.0
40466546,7 BR-Sleeps 15! Famous Lakefront Amazing Property!,"The newly renovated famous Paul Prudhomme Chateau Lakeside is the ideal choice for your New Orleans stay. Located in the middle of New Orleans proper, across the street from Lake Pontchartrain Marina. This perfect locale is minutes from the Best Restaurants and Clubs in the French Quarter and Frenchman Street. After 15 years in business we understand the special needs of our guests. Whether you’re a tourist, adventure seeker or business traveler we offer the highest level of service and comfort in modern newly well-appointed rooms and suites with separate sitting areas and lakefront views.<br /><br />Our specialty is catering to Large Groups and Reunions where guests enjoy charming hospitality and superlative amenities such as 24 hour front desk, FREE wifi Cable/Satellite, Complementary parking, private living/kitchen and terraces, Game room, lounge areas. (Breakfast is available for an additional surcharge)<br /><br />For the ultimate guest experience book your stay at the Chateau Lak",,284544,2010-11-11,"Miami, Florida, United States",within an hour,100%,97%,f,12.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,South Beach,t,Little Woods,30.03957,-90.00723,Entire condominium (condo),Entire home/apt,15,3.5 baths,7.0,7.0,"[""Air conditioning"", ""Refrigerator"", ""Security cameras on property"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""TV"", ""Dryer"", ""Baby safety gates"", ""Fire extinguisher"", ""Cooking basics"", ""Gym"", ""Private entrance"", ""Dishwasher"", ""Hangers"", ""Shampoo"", ""Elevator"", ""Bed linens"", ""Kitchen"", ""Building staff"", ""Carbon monoxide alarm"", ""Hot water"", ""Crib"", ""Smoke alarm"", ""BBQ grill"", ""Outlet covers"", ""First aid kit"", ""Free parking on premises"", ""Stove"", ""Washer"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib"", ""Bathtub"", ""Dedicated workspace"", ""Breakfast"", ""Iron"", ""Extra pillows and blankets"", ""Heating"", ""Dishes and silverware"", ""Free street parking"", ""Luggage dropoff allowed"", ""Wifi"", ""Oven"", ""Hair dryer""]",$560.00,30,1125,t,7,37,67,342,16,1,0,2019-12-16,2021-01-11,4.13,4.13,4.56,4.25,4.25,4.19,4.06,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast",t,0.69
40466826,9BR Amazing Deal. Sleeps 19. Book Today!,"The newly renovated Paul Prudhomme Chateau Lakeside is the ideal choice for your New Orleans stay. Located in the middle of New Orleans proper, across the street from Lake Pontchartrain Marina. This perfect locale is minutes from the Best Restaurants and Clubs in the French Quarter and Frenchman Street. After 15 years in business we understand the special needs of our guests. Whether you’re a tourist, adventure seeker or business traveler we offer the highest level of service and comfort in modern newly well-appointed rooms and suites with separate sitting areas and lakefront views.<br /><br />Our specialty is catering to Large Groups and Reunions where guests enjoy charming hospitality and superlative amenities such as 24 hour front desk, FREE wifi Cable/Satellite, Complementary parking, private living/kitchen and terraces, Game room, lounge areas. (Breakfast is available for an additional surcharge)<br /><br />For the ultimate guest experience book your stay at the Chateau Lakeside H",,284544,2010-11-11,"Miami, Florida, United States",within an hour,100%,97%,f,12.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,South Beach,t,Little Woods,30.03812,-90.00678,Entire rental unit,Entire home/apt,16,3 baths,9.0,13.0,"[""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""TV"", ""Dryer"", ""Baby safety gates"", ""Fire extinguisher"", ""Cooking basics"", ""Gym"", ""Baby bath"", ""Babysitter recommendations"", ""Private entrance"", ""Dishwasher"", ""Hangers"", ""Shampoo"", ""Changing table"", ""Children\u2019s dinnerware"", ""Baby monitor"", ""Elevator"", ""Bed linens"", ""Kitchen"", ""Building staff"", ""Carbon monoxide alarm"", ""Cleaning before checkout"", ""Hot water"", ""Crib"", ""Smoke alarm"", ""BBQ grill"", ""First aid kit"", ""Free parking on premises"", ""Stove"", ""Washer"", ""Long term stays allowed"", ""Bathtub"", ""Dedicated workspace"", ""Pool"", ""Window guards"", ""Breakfast"", ""Backyard"", ""Iron"", ""Extra pillows and blankets"", ""Heating"", ""Dishes and silverware"", ""Free street parking"", ""Luggage dropoff allowed"", ""Wifi"", ""Oven"", ""Hair dryer""]",$619.00,30,1125,t,7,37,67,342,7,1,0,2020-07-26,2020-11-28,2.43,2.57,2.71,3.0,2.86,2.71,2.14,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast",t,0.45
