"speaker","title","msg"
"Joe Feldman","Analyst at Telsey Advisory Group","Hi, good morning, guys, thanks for taking the question. Really appreciate that. I guess I wanted to go back on the consumables mix. I guess, you know, we all kind of understand the environment we're in. I guess I'm a little curious as to what was different in the quarter than you expected? It seems like it did accelerate the mix pressure, and you also made reference to an earlier question that you were still -- the discretionary business sounded like it wasn't that bad from your perspective, and I wanted a little more color on performance of discretionary, I guess if you could share."
"Rick Dreiling","Chairman and Chief Executive Officer at Dollar Tree","Yeah, maybe we'll tag Jeff, if that's okay. I'll start. If you go back to the last earnings call, we did call out that we were starting to see a shift in shrink and the drive towards consumables. Now, there's absolutely no doubt over the last 12 weeks to 15 weeks that that call-out has accelerated. And I think the consumer is feeling the real pressure now at a lot of things that have taken place. We've had change in SNAP benefits, tax returns are smaller than this time last year. All the stimulus is out of the system, and all of that is taking root, and the consumer now is more focused on needs and buying to those needs as close as they can, versus wants, and that's the shift we've seen. Now we think that shift is going to continue for a while. We don't particularly believe it's going to get any worse. I can't remember the second part of the question."
"Joe Feldman","Analyst at Telsey Advisory Group","Well. I was just asking the discretionary."
"Rick Dreiling","Chairman and Chief Executive Officer at Dollar Tree","Yeah, the reason I bring up discretionary. I think it's really important, really important. Our discretionary business is still good, and the fact is, we've strengthened the consumable side. So, we shouldn't be making the assumption that our low-cost, pertinent discretionary items are no longer wanted or needed by the customer, it's that they're buying more consumables. Jeffrey, I don't know if you have anything to add."
"Jeff Davis","Chief Financial Officer at Dollar Tree","Yeah, I was just going to add a little -- provide a little dimension on the acceleration of consumables. So, in the fourth quarter, you may recall that for Dollar Tree on a year-over-year basis, they were flat in their mix, and Family Dollar was about 120 basis-points shift into consumables. You fast-forward to the first-quarter of this year, Dollar Tree is now 180 basis-points shift into consumables and Family Dollar was 200 basis-points. So, you saw a pretty significant on a year-over-year basis shift more into consumables. And that's what our financials have reflected, but that should hopefully give you indication of just the quantum of what that shift is, and if you think on a margin basis, what that does for you is that there's about a full 20-point differential in your gross -- in your initial margins between discretionary and consumables. So, when that dollar shifts from discretionary into consumables, on average, you're losing 20 points of initial margin."
"Joe Feldman","Analyst at Telsey Advisory Group","Got it, that's really helpful. Thanks for clarifying that. Appreciate it. Good luck this quarter guys."
"Operator",NA,"We'll take our next question from Michael Lasser from UBS. Your line is open. Please go ahead."
"Rick Dreiling","Chairman and Chief Executive Officer at Dollar Tree","Good morning, Mike."
"Michael Lasser","Analyst at UBS Group","Good morning, Rick. One of the hallmarks of you and your 10 years in the previous retail situation is that you would consistently under-promise and over-deliver and generate consistent and reliable performance. This experience has been colored by the prices due to factors like reinvestment and unanticipated costs such as shrink and mix. At what point do you think Dollar Tree is going to get into the cycle of greater consistency? Is it realistic that could happen in the second half of this year? Also part of this question I'm going to put in a second one. The market was focused on Dollar Tree's ability to earn $8 in '24 and potentially $10 in '25, given these factors that you've outlined today, is it realistic that the market should push off those expectations in light of everything you know. And then lastly, you've alluded to this incremental price points above 125, presumably that's above 125, but below $3, can you give us more detail on that, it has sparked a lot of interest so far this morning. Thank you so much."
"Rick Dreiling","Chairman and Chief Executive Officer at Dollar Tree","So, I'll take the first part, let Jeff handle the second. Under-promise, over-deliver I think has been the mantra of my career. And I cannot deny that. But I will make a couple of comments. Number one, when we started the journey at my previous employer, we were private. We did not do it in the public arena, and what you're seeing is a lot of the maturation as we went through a long, long time ago. I do believe we are on the right path. I do believe all of the things we are doing are right. I do believe there is a payoff coming. And what we will do at the Investor Day is we're going to show you that path. And what I'd like to do is hold-on till that time, Michael, so we can stand-up there with charts and graphs and show you the journey. But I think we are we are getting this level-set now. Every day we find something new we didn't know about, and where you have to go out and get it fixed, and this is a journey, and I've got the right people around me, I've got 200,000 people that are excited, that are dying to be led, and it's -- we just need a little bit of time and we're going to lay it all out for you in about four weeks. Jeffrey, what you handle that?"
"Jeff Davis","Chief Financial Officer at Dollar Tree","The only thing I would add to that is that we are very confident that we will be able to deliver double-digit EPS, and the actions to get there we have embarked upon currently. As Rick had said, we are confident in what we're doing, you're starting to see some of the results from a topline perspective. The components of how we get there and the timeframe that we get there would be best Illustrated when we get to the Investor Day, and we don't want to take anything away from that period of time. We are confident with double-digit EPS is in our near-term, right."
"Michael Lasser","Analyst at UBS Group","I think on the price point?"
"Jeff Davis","Chief Financial Officer at Dollar Tree","I am sorry, the specific question on multi price? Yeah, could you say it again?"
"Michael Lasser","Analyst at UBS Group","Yeah, so you have alluded to testing several times on the call are incremental price point. The interpretation is that those are above 125, but below the Dollar Tree Plus price points of $3 and $5 item. So, if you could elaborate on that test, it would be super helpful."
"Rick Dreiling","Chairman and Chief Executive Officer at Dollar Tree","Yeah, to answer your question at this stage of the game, north of $1.25 and less than $5. That is a correct assumption. That doesn't mean that's where we're going to lay in, when this is all said and done. But yes, we are, that's very fair, putting the bucket of quarter and five bucks is where we're at right now, with no duplication of SKU."
"Michael Lasser","Analyst at UBS Group","Understood. Thank you very much."
"Operator",NA,"We'll take our next question from Krisztina Katai from Deutsche Bank. Your line is open. Please go ahead."
"Rick Dreiling","Chairman and Chief Executive Officer at Dollar Tree","Good morning, Krisztina."
"Krisztina Katai","Analyst at Deutsche Bank Aktiengesellschaft","Good morning, Jeff and Rick. Thank you for taking my question. Just wanted to quickly follow up on some of the increased pressure points on margins. Could you just talk about how you see the promotional environment evolve from here? I know you said that currently, it's still very rational, but, in case some of the larger players do pick up price investments, can you just talk about how much you can potentially leave on to your vendors, better source and I think Rick you said that you view shrink as something that is cyclical, but can you just talk about some of the steps that you can take right now to mitigate it. Thank you."
"Rick Dreiling","Chairman and Chief Executive Officer at Dollar Tree","Yeah, I'll talk about the promotional environment. I'll reinforce that it's very stable right now. And I'll also tell you this. We are generating on the Family Dollar side vendor relationships we have not had in a very, very long time in this banner, and those vendor relationships are driven by our ability to execute on the commitments we made to vendor and the manufacturer. And it is -- and that's how you get the incremental support for incremental markdowns in case you have to go to battles in print, however, I do not see that. I think the market is as rational as I've ever seen. And Jeff, you want to take that?"
"Jeff Davis","Chief Financial Officer at Dollar Tree","Yeah, on shrink, it's a multifaceted sort of approach you definitely start off with defensive merchandising where there's opportunities for us in some situations to how you display items, what restrictions you have and how that is displayed. And those are type of things that we don't particularly care for because we know that that impact sales, but it's just it's an inevitable portion. We introduced new technologies within the store, how we monitor and how it looks. We take such steps quite honestly and working more closely with local law enforcement, to the extent there is elevated levels within the communities. But also, as we have been really focused on our turnover and getting certain key positions filled and continue to be and position, that also helps us from a turnover perspective, which also helps us thwart some of the internal elements of our shrink. So once again very multifaceted, and we will work across that that. In an eventuality, this is something that we at elevated levels and we're going to have to pass some element of this to our consumer. We will ultimately have to think about how we will price this into some of our merchandise."
"Rick Dreiling","Chairman and Chief Executive Officer at Dollar Tree","Krisztina, I had one last thing, shrink tends to fall into certain categories. And in our higher shrink stores we're actually exploring do we need the same assortment as a low shrink category store. So those are the kinds of things we're looking at, test point we're looking at everything right now to mitigate the problem."
"Krisztina Katai","Analyst at Deutsche Bank Aktiengesellschaft","Thank you so much."
"Operator",NA,"Now. I will hand over back to Randy Guiler. Please go ahead, sir."
"Randy Guiler","Vice President, Investor Relations at Dollar Tree","Thank you for joining us today, and we hope to see at our Investor Conference on June 21st. Have a good day."
"Operator",NA,"[Operator Closing Remarks]"
